pool,block_number,q_spot,ell_spot,l_spot,lvr_increment,lvr_neutral_increment
5bp_WETH_USDC,21203063,3155.176797617286,15486243.005073996,43.68984709291593,52100.01504642264,3241.183993952666
5bp_WETH_USDC,21205463,3106.3403956380025,14693607.91320546,42.43506625861636,345.51886249474774,22.831926021942447
5bp_WETH_USDC,21207863,3102.304978480614,15590211.467833512,45.11233178913821,30375.4019354605,1893.0040311489884
5bp_WETH_USDC,21210263,3065.608163128561,15824015.455199968,46.61350253329588,57693.18632541809,3563.471266170699
5bp_WETH_USDC,21212663,3115.3614058853077,16486267.951426882,47.405606294890134,65358.009444894764,3843.6691792541283
5bp_WETH_USDC,21215063,3062.850494799745,18917237.444936424,55.80061967231475,232975.76923589286,12042.423511546242
5bp_WETH_USDC,21217463,3154.230433857061,15144248.516864043,42.74424057450309,12187.64566606518,775.4416773559283
5bp_WETH_USDC,21219863,3130.350335854177,15160070.593365055,43.27945775416335,47621.04308377673,3038.26019824687
5bp_WETH_USDC,21222263,3083.4394597002515,15306633.01388119,44.698869088335066,5338.340127728095,339.8854822234061
5bp_WETH_USDC,21224663,3098.8944896386224,13717443.99006213,39.75877686285781,5188.466962096574,367.6937277782287
5bp_WETH_USDC,21227063,3115.049900895218,16571326.139123524,47.6573354297431,46618.14792586965,2727.652263662249
5bp_WETH_USDC,21229463,3159.2809893946956,12273557.691389438,34.55875524131824,88390.63864184746,6933.706156807061
5bp_WETH_USDC,21231863,3087.7590819964203,13656711.190653099,39.79706256266406,15160.457853388503,1081.1059182293218
5bp_WETH_USDC,21234263,3115.3614058853077,15662556.298100226,45.03705627173363,1300041.7572870385,80475.59487976387
5bp_WETH_USDC,21236663,3355.636441739061,7964704.141364502,20.486949607285123,5855.386113816513,686.7872052972942
5bp_WETH_USDC,21239063,3379.5450401588664,8019920.224483601,20.410455382158247,1589.6184069273174,184.50896459342042
5bp_WETH_USDC,21241463,3367.0644508571104,9096482.974076984,23.279109921144546,53803.68692434379,5516.1563532716245
5bp_WETH_USDC,21243863,3299.075579652641,10480188.061710136,27.65353670920362,3933.8507068482245,353.65224715354526
5bp_WETH_USDC,21246263,3315.942997108278,10687173.73796402,27.984805298959962,14314.553250138248,1258.7374604557294
5bp_WETH_USDC,21248663,3347.9277317666915,13368566.165647829,34.505690459264386,338690.6251830888,23694.855517410553
5bp_WETH_USDC,21251063,3488.038406545814,11938536.88493171,28.976719881150498,114339.83942770434,8775.656179160927
5bp_WETH_USDC,21253463,3399.20236969408,7526567.991096203,18.98897235582869,2756.096108156232,339.8854822234125
5bp_WETH_USDC,21255863,3416.2400884742992,8093151.792371451,20.265863504873426,85760.06013983382,9811.083118230226
5bp_WETH_USDC,21258263,3324.242810060905,11039208.565002317,28.798431574566937,10786.289276232405,917.0890587394865
5bp_WETH_USDC,21260663,3351.6122941844055,11066994.092120241,28.517997081726584,18884.04489850493,1595.0056111740003
5bp_WETH_USDC,21263063,3388.004049171613,7712479.160802453,19.55456353802235,56035.363666386475,6754.9165370868095
5bp_WETH_USDC,21265463,3463.7086078068755,7897520.870453548,19.370853797047946,17645.01329564829,2054.3966094127154
5bp_WETH_USDC,21267863,3421.025934620497,10687001.808576092,26.704923449022804,306.6865791757424,26.551218799122147
5bp_WETH_USDC,21270263,3425.8184853081616,13923554.993394697,34.719512306524955,93873.21212001942,6233.516686268855
5bp_WETH_USDC,21272663,3352.282650159365,10300334.368963728,26.534467912485443,6647.522577054622,603.2008429188422
5bp_WETH_USDC,21275063,3329.898546069506,11737417.533008104,30.541900330754974,139500.7069055089,11145.822176495916
5bp_WETH_USDC,21277463,3425.47593771439,11090972.51792355,27.6603869793028,128948.71320517697,10750.054828194592
5bp_WETH_USDC,21279863,3522.0352976446966,9904111.105372163,23.691630562243137,295918.6191463817,27244.804282503977
5bp_WETH_USDC,21282263,3680.0886339957992,9612891.431304852,21.529632847862725,53811.10935351648,4993.5859007479785
5bp_WETH_USDC,21284663,3609.3864777908907,10230790.962010298,23.590064864312687,52177.518414577055,4593.897192192941
5bp_WETH_USDC,21287063,3542.8756825830596,8088601.072843346,19.178275400845934,23238.38716407916,2612.0312351075822
5bp_WETH_USDC,21289463,3592.103798428605,8095199.9114184985,18.80071067004245,19924.247222293245,2222.3049892340578
5bp_WETH_USDC,21291863,3546.0655464302763,8653616.977498377,20.490263088663742,45897.01037263231,4819.889765202855
5bp_WETH_USDC,21294263,3612.997488925798,8828440.347763292,20.32602716452428,2916.55271896567,297.42383605270214
5bp_WETH_USDC,21296663,3596.057088856781,10144855.65321631,23.52209554899649,156743.32737801314,13942.91748963795
5bp_WETH_USDC,21299063,3711.501130777696,7647341.742080148,16.91048668374964,7956.756940211451,924.218273714922
5bp_WETH_USDC,21301463,3680.824688523485,10016627.216163838,22.42713594798744,12140.55570939508,1081.1059182292784
5bp_WETH_USDC,21303863,3713.728588255567,7873481.243278327,17.394884933741324,58.73007636029403,6.623879820148987
5bp_WETH_USDC,21306263,3711.1300177759176,7926175.89637142,17.529698854362813,7024.948094324097,787.3178271494788
5bp_WETH_USDC,21308663,3739.440634485774,7566067.509902168,16.543608799777914,6804.712958139499,795.9028008517787
5bp_WETH_USDC,21311063,3710.7589418817297,11426438.788873253,25.274745302363506,19708.965518519308,1532.3053478304007
5bp_WETH_USDC,21313463,3671.267451978337,11420053.932095297,25.669305765610304,561.4351075806308,43.9083538925856
5bp_WETH_USDC,21315863,3677.881353427976,11544154.91923518,25.87829015845445,14361.224916722838,1110.0798937072773
5bp_WETH_USDC,21318263,3644.5661130807307,11390403.425345246,25.88453462790737,10376.781763285499,816.6282824878765
5bp_WETH_USDC,21320663,3616.250487648464,10618804.08732134,24.415063312429023,10905.752959609134,924.2182737149076
5bp_WETH_USDC,21323063,3586.3613146825205,11011893.092508841,25.636039314265776,19076.7331712869,1565.4483909345442
5bp_WETH_USDC,21325463,3624.9394769933006,11201787.724415774,25.662927852687204,93688.08085642711,7517.447102083821
5bp_WETH_USDC,21327863,3710.387903091421,11542914.106979076,25.536213182293285,109017.67764500101,8390.649134876589
5bp_WETH_USDC,21330263,3802.790720503646,5768238.565739665,12.298710534498943,1973.4612576926036,300.2326604662213
5bp_WETH_USDC,21332663,3820.7050067878376,14212579.744328976,30.090378976839585,89619.22231247534,5520.52345146451
5bp_WETH_USDC,21335063,3897.884470145299,7800535.640752901,16.02695381887099,238.94591602340546,26.55121879912446
5bp_WETH_USDC,21337463,3903.34505689759,14250266.81202548,29.217132027718765,84689.46162189706,5147.6814056802805
5bp_WETH_USDC,21339863,3827.2054040571743,20924925.72777751,44.18870484052822,133394.2192208269,5576.426148992027
5bp_WETH_USDC,21342263,3904.906629136666,13326048.023870433,27.305830975146097,148970.80273064878,9680.955268103537
5bp_WETH_USDC,21344663,4009.363708330935,8526232.624601109,16.792447508972963,1854.3949622473135,185.87932650041142
5bp_WETH_USDC,21347063,4024.2250875933087,6382248.087728466,12.50029579713498,7081.489723741379,946.5282310187079
5bp_WETH_USDC,21349463,3990.564850748136,6434894.040722015,12.763207943206659,407.27133966454596,54.21868985629731
5bp_WETH_USDC,21351863,3998.5535670740264,6419959.965385561,12.69544552991933,492.24498131744525,65.6177408978795
5bp_WETH_USDC,21354263,4007.3596277410265,16393840.546567822,32.31195483675171,39397.65738789934,2054.3966094127454
5bp_WETH_USDC,21356663,3957.9776384635106,7190551.063231044,14.438503242821682,5904.580618609171,706.3402751473494
5bp_WETH_USDC,21359063,3986.5764798304176,7282673.99812494,14.466408474729233,1101.1969264864586,129.59785911409045
5bp_WETH_USDC,21361463,3974.2378444299984,7451269.3130538715,14.870291532493628,82718.48599526327,9529.478740345161
5bp_WETH_USDC,21363863,3868.7611417514895,8581800.33371056,17.831609079886114,1278.3166197622697,129.59785911409244
5bp_WETH_USDC,21366263,3856.7871501772925,9353896.486553483,19.52648430136639,77022.02076520537,7175.1877536813445
5bp_WETH_USDC,21368663,3767.9672207290746,7913793.701874647,17.107795693329034,4942.16167260858,550.5571687672658
5bp_WETH_USDC,21371063,3743.930432100837,7926039.358926156,17.29954072696137,195632.0704239373,21829.4954483338
5bp_WETH_USDC,21373463,3593.540855488573,7156354.504631863,16.61031889042051,86.9411967930369,10.967211810761691
5bp_WETH_USDC,21375863,3596.776336235123,7353056.802139789,17.04385288190258,81947.15887504502,10056.179585177866
5bp_WETH_USDC,21378263,3694.8377296160584,7811634.180793385,17.390771416360938,116130.82892034976,13235.236327324312
5bp_WETH_USDC,21380663,3810.4035315840456,7688898.408427652,16.34472697759541,475.52666061594425,54.21868985628189
5bp_WETH_USDC,21383063,3818.031582759629,7679441.199751011,16.275725212128197,85540.41394626137,9755.414484416558
5bp_WETH_USDC,21385463,3920.556752541109,7767393.652272063,15.820627414204772,5494.227352958466,611.3377227230001
5bp_WETH_USDC,21387863,3946.9113544080824,15794533.942579703,31.84863041305558,105109.3947325522,5732.311599248342
5bp_WETH_USDC,21390263,3865.667525127976,10186975.457937634,21.19232062343606,7812.532786708523,667.5104976268638
5bp_WETH_USDC,21392663,3892.8207656361506,12049194.616138712,24.804553338936824,10087.990024813795,726.1697897028449
5bp_WETH_USDC,21395063,3921.340903097184,15543744.42059935,31.6500027320663,5870.708178574968,326.3933508648608
5bp_WETH_USDC,21397463,3940.601660821322,15448690.69834368,31.226109508374805,8674.96425810511,484.08152083477864
5bp_WETH_USDC,21399863,3917.030015067663,15539183.042024415,31.692962562514968,44358.9863523689,2468.304515829696
5bp_WETH_USDC,21402263,3864.1216446073777,11894038.63477216,24.75843359783899,1668.387680098289,122.11415001568088
5bp_WETH_USDC,21404663,3875.7308341692815,11612123.433514629,24.06308115802795,6043.98601967805,452.43767281284926
5bp_WETH_USDC,21407063,3853.317776660172,11202810.50719822,23.417727894140416,33077.939411974105,2574.054872287816
5bp_WETH_USDC,21409463,3906.468826098338,15379004.782521293,31.493555378592784,137028.2125729426,7714.598627512061
5bp_WETH_USDC,21411863,3999.7532531047536,15624907.010623045,30.884291670772694,28503.10735495108,1560.924593974325
5bp_WETH_USDC,21414263,3956.790482611056,16238909.485935299,32.622127730101155,106319.95499223845,5632.616099797187
5bp_WETH_USDC,21416663,4037.5263002634765,15331923.72230631,29.880895436955512,33511.62965012802,1861.5082792742633
5bp_WETH_USDC,21419063,3990.16583416472,13252611.782026134,26.289665595781834,12179.326630358488,787.3178271494425
5bp_WETH_USDC,21421463,4020.6050952519663,13069047.163785264,25.631664010677675,20102.99900517311,1312.7891327182274
5bp_WETH_USDC,21423863,3980.9994564324247,13489881.15331764,26.852823075688907,247476.5316940234,15734.523472115729
5bp_WETH_USDC,21426263,3845.234703673117,8099262.577552736,16.9836567349671,6373.901458699943,686.7872052973106
5bp_WETH_USDC,21428663,3872.631644300087,15923370.697228527,33.03662891635252,992.8036455527354,54.21868985628326
5bp_WETH_USDC,21431063,3880.384270005487,15889124.041246573,32.866832890745755,1278545.5087153115,69904.0960701552
5bp_WETH_USDC,21433463,3601.4549519867055,12380747.03152817,28.64177139188268,78889.09674938675,5745.8581015035015
5bp_WETH_USDC,21435863,3675.6753967650893,12642298.065878054,28.36549081909559,649781.867829738,45877.18304903211
5bp_WETH_USDC,21438263,3461.631109827075,5783307.837131136,14.197933453364797,38129.75065721054,6064.1651365450125
5bp_WETH_USDC,21440663,3388.34284957653,4753665.964553343,12.05084896410536,200200.22287529628,39153.08417006176
5bp_WETH_USDC,21443063,3206.063086906141,2605464.0972403386,7.176240774684468,167390.69457519703,61402.20154798625
5bp_WETH_USDC,21445463,3422.052345035082,7051927.397384592,17.613589241865043,17655.747284757144,2316.107451121751
5bp_WETH_USDC,21447863,3466.8271927799956,6636295.891075471,16.25539227452076,3191.6456023660135,442.02474196338403
5bp_WETH_USDC,21450263,3486.643539917288,6661255.421360371,16.177625116007746,106092.58577619363,14596.506655609954
5bp_WETH_USDC,21452663,3372.1185844835427,4703691.30211418,12.010319426350742,1501.2127537935282,297.42383605270504
5bp_WETH_USDC,21455063,3356.307602583773,4911265.549861268,12.62905300984946,10192.665443655798,1938.5956356944396
5bp_WETH_USDC,21457463,3396.4842311033863,4899088.215650484,12.374876119653974,28541.17424276842,5409.604719804142
5bp_WETH_USDC,21459863,3328.5669195743467,6860034.150499226,17.861188052661106,47266.810597190204,6462.8656949822935
5bp_WETH_USDC,21462263,3255.8160856946283,3958406.3685722146,10.653702968652201,38264.659068099914,9167.930147766785
5bp_WETH_USDC,21464663,3340.5707542419937,7234779.9539164,18.735458204819988,6149.955035823519,795.9028008517616
5bp_WETH_USDC,21467063,3314.9484131325717,7489163.439688102,19.619509760963744,45330.55144176071,5689.093388940748
5bp_WETH_USDC,21469463,3382.926106399909,6797777.411288583,17.274209278262145,222.71208579319304,30.48276416631693
5bp_WETH_USDC,21471863,3388.004049171613,6831711.222744535,17.321425237365407,95976.1944648102,13061.282459004186
5bp_WETH_USDC,21474263,3493.274128183493,8497254.659619661,20.577832948880587,981.5036782451309,105.75982416281148
5bp_WETH_USDC,21476663,3483.507129145832,8886506.144342806,21.611056279507615,5404.764238317555,557.6492383499705
5bp_WETH_USDC,21479063,3505.8719476345273,8709750.977181245,20.978849548926277,15708.34143177309,1648.3533912802204
5bp_WETH_USDC,21481463,3467.173875499273,8682955.890410334,21.265429892721745,1560.1579339449138,165.13415738345822
5bp_WETH_USDC,21483863,3455.060583216075,8629424.30201932,21.245567064369716,79756.57386213385,8509.040465994636
5bp_WETH_USDC,21486263,3368.411478674788,8611236.866516026,22.024082831970098,18670.193901486404,2021.596514239896
5bp_WETH_USDC,21488663,3327.2358255966496,6850997.973786371,17.848366204514466,10796.406831810262,1478.4524689642942
5bp_WETH_USDC,21491063,3362.0178923695926,6882375.543242799,17.652586178800416,12882.606691007646,1746.984804613672
5bp_WETH_USDC,21493463,3400.222232384458,8716549.038227767,21.981312885285387,33212.45565072301,3536.1160932383827
5bp_WETH_USDC,21495863,3345.250594433621,7005908.866917267,18.104707103215652,1457.111790113826,194.59775097958985
5bp_WETH_USDC,21498263,3332.563397464452,6982364.093984477,18.14700110068385,682.9113520753169,91.68459844025956
5bp_WETH_USDC,21500663,3341.2389017985497,7042227.608264041,18.231347459129637,20225.691843468932,2688.8298469614565
5bp_WETH_USDC,21503063,3388.34284957653,8810059.874795595,22.33406842372913,1391.4393744181118,146.83024083713659
5bp_WETH_USDC,21505463,3377.1803046195555,8860316.109278753,22.57292554227489,5140.926266556077,540.3047568272175
5bp_WETH_USDC,21507863,3398.5226311826173,8819404.493225137,22.257378763819574,21113.69528946275,2222.304989234037
5bp_WETH_USDC,21510263,3354.9654151063855,7435848.431793051,19.132356372671108,20788.787604575835,2612.0312351075204
5bp_WETH_USDC,21512663,3401.582525304347,9205474.116183754,23.20035593858149,1466.3735626410296,147.8024766648837
5bp_WETH_USDC,21515063,3412.8257265665457,9333969.755286282,23.40804942500224,3256.7552255912087,323.21047672301825
5bp_WETH_USDC,21517463,3396.1446166417218,10040619.738165826,25.365957527997526,52352.26964276619,4841.786816855518
5bp_WETH_USDC,21519863,3331.8969847485328,7389390.343022205,19.21061484163612,34001.29594887279,4313.84796854442
5bp_WETH_USDC,21522263,3391.3935782292383,7752650.839654566,19.6269555531392,15793.089770537708,1893.0040311490159
5bp_WETH_USDC,21524663,3351.2771664677584,7647323.357055898,19.7089703973393,133.75774024125658,16.350387564343013
5bp_WETH_USDC,21527063,3347.5929724694442,7713667.973760238,19.912783609223126,1604.8754189816655,194.59775097957169
5bp_WETH_USDC,21529463,3334.896891797642,8149059.76588458,21.156990490930013,1705.152561533164,196.08225362814343
5bp_WETH_USDC,21531863,3347.5929724694442,9162808.902924174,23.65373147473556,15335.924118784193,1565.4483909345538
5bp_WETH_USDC,21534263,3383.60272545045,7779161.657785882,19.76212999625174,76660.21252489954,9167.930147766858
5bp_WETH_USDC,21536663,3471.6839069249045,7505019.577621798,18.34474036109464,398.29120172770405,48.74191092911737
5bp_WETH_USDC,21539063,3465.09429908637,7663249.845674242,18.784965529534336,4.509622964479828,0.5409952795121247
5bp_WETH_USDC,21541463,3464.401384165523,10343437.803615408,25.362531912425812,13.6926598911135,1.2171176722044763
5bp_WETH_USDC,21543863,3463.362271579718,10402767.12280797,25.519490439394154,253586.01755508734,22415.64409722081
5bp_WETH_USDC,21546263,3604.337124557388,10361724.821222236,23.942194311449637,2731.5969022300633,237.62690468704668
5bp_WETH_USDC,21548663,3589.231408116296,7941970.15859099,18.466987960505417,4750.551332876517,540.3047568272101
5bp_WETH_USDC,21551063,3611.9138064228455,10205527.384976905,23.50711813634111,11437.603764836078,1009.1475314101376
5bp_WETH_USDC,21553463,3643.1086510192313,9869907.148954758,22.442688719993907,5.955508491082179,0.5409952795113481
5bp_WETH_USDC,21555863,3642.3801385677166,9891264.37594684,22.497999901661235,8111.344150289787,735.3128237023459
5bp_WETH_USDC,21558263,3615.5273460239864,9547061.54874871,21.957467608371473,11210.936064512667,1056.8420491633963
5bp_WETH_USDC,21560663,3647.482786653828,7571144.502868428,17.184688450015003,2222.6526389427045,263.04932468134433
5bp_WETH_USDC,21563063,3663.566264459081,7598639.872241607,17.133646001264943,606.794317291549,71.39657418033701
5bp_WETH_USDC,21565463,3655.1501650729883,8393032.342928803,18.990266753844285,11802.741877867129,1258.7374604556337
5bp_WETH_USDC,21567863,3690.4068049695315,7842518.909950894,17.49098290190923,575.1477345556945,65.32967145866597
5bp_WETH_USDC,21570263,3682.297239263098,7893144.586438746,17.66207802962841,21846.6303715051,2468.304515829665
5bp_WETH_USDC,21572663,3632.559467091227,8077016.557365286,18.44598616102334,645168.7234661722,71719.90776626465
5bp_WETH_USDC,21575063,3368.0746712076684,7294189.761921416,18.658404103569445,3913.6001040245683,500.3020588596275
5bp_WETH_USDC,21577463,3347.5929724694442,7421353.130513968,19.15817474621169,241.1444063063264,30.391457467595675
5bp_WETH_USDC,21579863,3342.575597846969,7555732.742146203,19.5490084665135,33988.75079482201,4210.578343672943
5bp_WETH_USDC,21582263,3283.6070772945454,4615018.753244256,12.263563944014312,11671.648794762705,2388.399137687732
5bp_WETH_USDC,21584663,3327.2358255966496,7371066.406614304,19.20325959027192,13183.946328171069,1678.0197463000686
5bp_WETH_USDC,21587063,3290.1805340474843,4896351.969641382,12.972182219906122,58142.65606279042,11203.046285195744
5bp_WETH_USDC,21589463,3195.5010437684573,2738193.4926727344,7.579240581742252,12198.598651088085,4264.813882796173
5bp_WETH_USDC,21591863,3252.236835908144,4357047.598643094,11.745974726601586,17828.078069922212,3882.79889147814
5bp_WETH_USDC,21594263,3307.3331734205594,7604132.112953052,19.989537111790295,23277.90479938923,2880.5738710533283
5bp_WETH_USDC,21596663,3259.0733672883275,7769261.230164975,20.878943671750438,3708.1884452780546,452.43767281286256
5bp_WETH_USDC,21599063,3240.2263931477464,6782163.92235017,18.38549189927759,6542.4997643767765,917.0890587394601
5bp_WETH_USDC,21601463,3266.9041450121413,8897176.842528224,23.824162312830616,21764.834348175908,2316.1074511216893
5bp_WETH_USDC,21603863,3309.6490012976883,8658394.000921706,22.73706702368831,8304.127255474252,902.172196594766
5bp_WETH_USDC,21606263,3282.622192154951,9060365.024651181,24.087090669616465,8238.740699757296,858.8720013755898
5bp_WETH_USDC,21608663,3256.4672814699284,9309068.258973809,25.047024496604294,1924.8376621547427,196.08225362814306
5bp_WETH_USDC,21611063,3268.864777600113,9288630.946996234,24.849993468480207,20812.38088545604,2120.7786169995316
5bp_WETH_USDC,21613463,3227.937510950709,4785598.229649116,13.047237300210035,142676.76873530232,28397.37700114145
5bp_WETH_USDC,21615863,3080.0497104830697,3325950.2386723543,9.728573464206121,3128.1125157666056,917.0890587394484
5bp_WETH_USDC,21618263,3105.4086798686762,3913020.1918202597,11.305869010657831,20917.511784898514,5191.134824220671
5bp_WETH_USDC,21620663,3166.238710378054,3795358.1502428534,10.651414545344581,10764.400270163602,2727.652263662237
5bp_WETH_USDC,21623063,3211.196636916873,4112374.7159398966,11.299580856748834,336.3470771421758,78.10615949764754
5bp_WETH_USDC,21625463,3218.9123782510665,4096532.7469078093,11.215604928149807,456.772447642754,106.35371081496542
5bp_WETH_USDC,21627863,3227.937510950709,4122580.7560699903,11.239616623158994,10655.250438363555,2461.816550668514
5bp_WETH_USDC,21630263,3271.4807848874093,5390497.64037137,14.403973174993462,190339.2945101724,33408.05288734451
5bp_WETH_USDC,21632663,3434.0499118694174,6270045.689228884,15.578685330743655,31191.159709898846,4593.897192192784
5bp_WETH_USDC,21635063,3370.7700741941776,6055234.480762454,15.470604198269008,13346.151893739674,2054.396609412729
5bp_WETH_USDC,21637463,3329.232666243931,5443808.920855128,14.169569522568311,801.4606087785677,138.08006785098002
5bp_WETH_USDC,21639863,3318.59668015572,6342183.659347408,16.58735376323599,18153.301279598618,2688.82984696156
5bp_WETH_USDC,21642263,3365.3814235735263,7214565.178931613,18.476883730718068,12799.43026146425,1654.9584203228144
5bp_WETH_USDC,21644663,3402.6031021128156,7206696.100976265,18.15470818767254,51042.950183305365,6570.791228562779
5bp_WETH_USDC,21647063,3477.590493418361,7274440.828881719,17.735848077100613,239382.33995223272,30197.919889600067
5bp_WETH_USDC,21649463,3313.2914360522677,6284764.475776027,16.476674201455086,177.4923057081996,26.551218799123774
5bp_WETH_USDC,21651863,3317.933060364317,7270094.825341598,19.01991842994379,16153.540956619965,2087.4573366109403
5bp_WETH_USDC,21654263,3276.719081752796,9732409.47543138,25.943678980696273,4550.53858183448,442.02474196340313
5bp_WETH_USDC,21656663,3295.448772961701,9987380.40057487,26.396706795300144,50515.11389849295,4767.9996932484255
5bp_WETH_USDC,21659063,3357.314595557132,10218721.04124181,26.26506561975582,52975.42749976699,4841.786816855534
5bp_WETH_USDC,21661463,3293.8015427772184,6565997.3915728,17.366990521329367,0.0,0.0
5bp_WETH_USDC,21663863,3293.8015427772184,6610322.297380567,17.484229407231194,25611.2868132078,3653.2871309839825
5bp_WETH_USDC,21666263,3347.9277317666915,7215227.769862719,18.6232699105549,35440.153822024484,4593.8971921929315
5bp_WETH_USDC,21668663,3286.2348825502677,16233531.91059201,43.085895273062725,40606.238025521554,2361.316450779796
5bp_WETH_USDC,21671063,3242.81948170713,19274245.24102905,52.18710728569378,178691.16656132106,8810.24677589288
5bp_WETH_USDC,21673463,3325.572706652795,20548110.70449649,53.57253908617981,3042.928175836507,138.9665697411407
5bp_WETH_USDC,21675863,3336.231050661514,20597475.076048777,53.44410520626342,17953.234622575314,816.6282824878614
5bp_WETH_USDC,21678263,3310.310964194438,25005864.61894896,65.64606390836232,2614.737578399953,98.35027828083535
5bp_WETH_USDC,21680663,3301.3856254797483,25673194.718676526,67.67145823259904,49890.78181033231,1830.2736328224032
5bp_WETH_USDC,21683063,3262.9864070346525,19602450.17020935,52.58446575723712,64529.980117001476,3118.6547349715743
5bp_WETH_USDC,21685463,3213.445149026412,16314596.090457836,44.78060880658084,47283.43419029696,2766.7568660224683
